id,edad,educacion,tipo_empleo,ingreso_mensual_mxn,gasto_fijo_mxn,gasto_variable_mxn,ahorro_mensual_mxn,porcentaje_ahorro,deuda_total_mxn,uso_tarjeta_credito_pct,score_financiero,fecha_generacion,ingreso_mensual_bracket
user_2349,68,Preparatoria,Empleado formal,21707.98,9831.98,5214.57,5432.35,25.02,8265.0,30.29,59.46,2025-11-26,15k-30k
user_2350,22,Posgrado,Freelance/Independiente,10153.68,4458.24,2274.46,2930.6,28.86,0.0,55.06,48.38,2025-11-26,8k-15k
user_2351,46,Licenciatura,Pensionado,28055.93,7508.13,2726.34,17764.63,63.32,2825.52,102.98,64.52,2025-11-26,15k-30k
user_2352,34,Secundaria,Desempleado,20576.48,5597.17,4601.44,11177.43,54.32,2443.79,18.81,77.63,2025-11-26,15k-30k
user_2353,68,Preparatoria,Freelance/Independiente,21557.92,6803.06,2353.83,12737.6,59.09,1263.13,42.06,71.63,2025-11-26,15k-30k
user_2354,66,Secundaria,Empleado formal,5134.98,1342.1,483.45,3461.97,67.42,5681.41,71.63,75.0,2025-11-26,<8k
user_2355,54,Licenciatura,Empleado formal,31205.85,15920.4,11746.69,3338.7,10.7,465.02,68.54,47.76,2025-11-26,30k-60k
user_2356,41,Preparatoria,Empleado formal,16040.55,8071.05,4198.33,3479.59,21.69,7565.13,30.17,53.04,2025-11-26,15k-30k
user_2357,69,Posgrado,Freelance/Independiente,10316.56,3070.41,2897.11,5051.86,48.97,6035.43,24.5,65.25,2025-11-26,8k-15k
user_2358,44,Licenciatura,Empleado formal,14770.27,8014.76,2815.62,4040.26,27.35,0.0,33.01,49.09,2025-11-26,8k-15k
user_2359,26,Preparatoria,Freelance/Independiente,3853.11,1172.02,1418.5,211.29,5.48,3518.78,83.44,43.35,2025-11-26,<8k
user_2360,55,Licenciatura,Freelance/Independiente,17784.04,6320.65,4859.95,6266.67,35.24,18761.72,31.63,68.77,2025-11-26,15k-30k
user_2361,30,Licenciatura,Empleado formal,6499.24,2191.17,2074.62,1804.34,27.76,8487.86,42.34,48.11,2025-11-26,<8k
user_2362,43,Preparatoria,Desempleado,5182.96,1971.12,927.73,2010.98,38.8,1438.72,27.2,66.51,2025-11-26,<8k
user_2363,28,Preparatoria,Empleado formal,4602.47,1560.85,1776.57,1546.51,33.6,1469.95,61.17,62.64,2025-11-26,<8k
user_2364,41,Licenciatura,Desempleado,29111.3,12259.72,9815.21,6982.65,23.99,1037.32,44.67,50.6,2025-11-26,15k-30k
user_2365,50,Preparatoria,Desempleado,8599.98,3376.29,3000.38,2184.88,25.41,0.0,9.9,71.67,2025-11-26,8k-15k
user_2366,66,Secundaria,Empleado formal,39089.51,23269.96,4310.32,12165.97,31.12,0.0,10.94,61.77,2025-11-26,30k-60k
user_2367,23,Preparatoria,Empleado formal,9181.44,2475.08,1329.81,5028.32,54.77,10938.79,0.0,76.65,2025-11-26,8k-15k
user_2368,52,Preparatoria,Empleado formal,4043.43,1212.07,606.39,3157.07,78.08,14582.36,15.06,86.33,2025-11-26,<8k
user_2369,33,Secundaria,Freelance/Independiente,6114.59,1641.7,885.5,3251.74,53.18,1038.13,63.82,57.81,2025-11-26,<8k
user_2370,30,Posgrado,Empleado formal,31731.59,14883.53,11086.79,5805.87,18.3,2385.92,79.71,58.24,2025-11-26,30k-60k
user_2371,61,Licenciatura,Desempleado,11978.53,3223.16,732.6,7882.17,65.8,3041.01,60.57,70.15,2025-11-26,8k-15k
user_2372,28,Licenciatura,Empleado formal,9101.54,4939.9,697.5,3525.85,38.74,8610.86,56.64,62.03,2025-11-26,8k-15k
user_2373,40,Licenciatura,Freelance/Independiente,14943.22,6413.31,2179.77,6572.44,43.98,20562.25,36.2,72.53,2025-11-26,8k-15k
user_2374,19,Licenciatura,Pensionado,18982.03,8246.79,2277.0,8675.16,45.7,394.42,63.25,76.75,2025-11-26,15k-30k
user_2375,47,Posgrado,Freelance/Independiente,29207.45,13042.82,3830.58,11957.49,40.94,2034.86,48.59,58.05,2025-11-26,15k-30k
user_2376,36,Preparatoria,Empleado formal,36825.63,11408.02,12125.95,12730.2,34.57,2166.31,94.13,54.75,2025-11-26,30k-60k
user_2377,57,Licenciatura,Empleado formal,10385.46,3314.95,2566.19,5755.91,55.42,555.13,37.05,83.68,2025-11-26,8k-15k
user_2378,62,Preparatoria,Empleado formal,5280.45,1909.34,274.69,2854.43,54.06,1665.48,80.29,72.24,2025-11-26,<8k
user_2379,63,Licenciatura,Empleado formal,10002.34,4578.31,2003.1,3770.54,37.7,4980.69,66.22,66.92,2025-11-26,8k-15k
user_2380,64,Licenciatura,Empleado formal,16029.67,5186.26,3089.87,6949.72,43.36,2133.64,62.06,58.11,2025-11-26,15k-30k
user_2381,66,Posgrado,Empleado formal,6804.7,1978.24,611.61,4075.04,59.89,467.06,0.0,77.29,2025-11-26,<8k
user_2382,32,Secundaria,Freelance/Independiente,6836.25,4030.25,1959.61,782.79,11.45,0.0,67.88,47.76,2025-11-26,<8k
user_2383,59,Preparatoria,Empleado formal,16994.61,4379.4,5025.88,7825.74,46.05,4102.75,36.17,63.4,2025-11-26,15k-30k
user_2384,50,Secundaria,Freelance/Independiente,12912.4,6855.76,3903.58,791.83,6.13,3408.52,26.68,38.67,2025-11-26,8k-15k
user_2385,61,Preparatoria,Empleado formal,13669.99,7187.85,4168.87,2396.34,17.53,798.3,0.0,55.19,2025-11-26,8k-15k
user_2386,58,Preparatoria,Empleado formal,7856.16,2781.28,392.95,4107.06,52.28,4075.9,39.83,81.63,2025-11-26,<8k
user_2387,22,Preparatoria,Empleado formal,11369.84,3382.18,4364.57,3785.26,33.29,0.0,41.01,62.96,2025-11-26,8k-15k
user_2388,39,Licenciatura,Empleado formal,6995.6,2105.47,2343.34,2028.63,29.0,0.0,0.91,74.03,2025-11-26,<8k
user_2389,44,Preparatoria,Empleado formal,24912.85,12309.47,9127.91,3047.73,12.23,825.26,0.0,57.37,2025-11-26,15k-30k
user_2390,64,Licenciatura,Freelance/Independiente,27575.27,13097.77,1529.74,12810.95,46.46,0.0,54.6,62.42,2025-11-26,15k-30k
user_2391,52,Secundaria,Pensionado,3668.98,1922.4,1382.66,-162.24,-4.42,30724.67,66.15,49.95,2025-11-26,<8k
user_2392,36,Preparatoria,Empleado formal,6969.8,4029.37,2323.91,378.75,5.43,0.0,45.71,49.63,2025-11-26,<8k
user_2393,56,Licenciatura,Empleado formal,4686.44,2306.55,1607.57,175.63,3.75,11200.35,74.53,51.11,2025-11-26,<8k
user_2394,24,Licenciatura,Empleado formal,8475.91,2581.32,700.54,4277.46,50.47,0.0,37.41,64.02,2025-11-26,8k-15k
user_2395,56,Secundaria,Desempleado,12601.78,4224.18,3888.56,4998.02,39.66,2686.9,38.37,73.26,2025-11-26,8k-15k
user_2396,51,Licenciatura,Freelance/Independiente,4842.8,2638.2,1869.18,-312.6,-6.45,11038.84,12.49,52.96,2025-11-26,<8k
user_2397,51,Licenciatura,Freelance/Independiente,7007.23,2265.14,2014.52,2638.23,37.65,0.0,0.0,70.85,2025-11-26,<8k
user_2398,44,Licenciatura,Empleado formal,6615.89,1821.9,1651.96,3518.48,53.18,14204.53,95.64,61.33,2025-11-26,<8k
user_2399,61,Licenciatura,Empleado formal,15445.72,7663.36,5884.36,1590.53,10.3,829.12,73.94,47.43,2025-11-26,15k-30k
user_2400,22,Preparatoria,Empleado formal,14024.22,5481.85,2875.36,5254.43,37.47,2750.81,0.0,73.01,2025-11-26,8k-15k
user_2401,21,Posgrado,Desempleado,8060.93,4610.96,2093.85,1469.24,18.23,0.0,44.67,56.29,2025-11-26,8k-15k
user_2402,24,Licenciatura,Empleado formal,15120.01,7221.15,3276.78,5181.05,34.27,2182.85,37.0,67.64,2025-11-26,15k-30k
user_2403,65,Posgrado,Freelance/Independiente,9111.79,2566.31,3430.55,2530.27,27.77,4747.76,31.78,67.78,2025-11-26,8k-15k
user_2404,20,Licenciatura,Empleado formal,11046.2,6426.12,846.47,3698.54,33.48,7979.99,27.73,59.41,2025-11-26,8k-15k
user_2405,38,Licenciatura,Empleado formal,43105.96,14677.37,9715.73,17846.61,41.4,9930.56,51.44,57.47,2025-11-26,30k-60k
user_2406,51,Preparatoria,Empleado formal,34143.34,12565.58,9916.36,11464.8,33.58,22539.94,64.55,60.06,2025-11-26,30k-60k
user_2407,66,Preparatoria,Freelance/Independiente,5379.19,2102.14,1759.9,1534.25,28.52,2007.55,52.07,56.74,2025-11-26,<8k
user_2408,26,Posgrado,Empleado formal,23880.39,6398.24,6066.97,10987.87,46.01,580.08,36.38,74.87,2025-11-26,15k-30k
user_2409,37,Licenciatura,Pensionado,23575.84,9990.98,8678.77,4677.59,19.84,0.0,35.28,48.87,2025-11-26,15k-30k
user_2410,57,Preparatoria,Empleado formal,5980.24,1753.18,2270.68,1252.27,20.94,28583.17,68.1,60.71,2025-11-26,<8k
user_2411,29,Preparatoria,Empleado formal,23697.96,9250.25,1718.38,12767.87,53.88,1681.82,53.9,81.02,2025-11-26,15k-30k
user_2412,56,Licenciatura,Empleado formal,39204.72,14613.5,7481.42,17637.65,44.99,6796.86,42.18,68.28,2025-11-26,30k-60k
user_2413,63,Preparatoria,Freelance/Independiente,6088.88,3169.23,354.44,2016.64,33.12,6869.83,38.92,63.07,2025-11-26,<8k
user_2414,45,Secundaria,Empleado formal,7028.64,3732.98,1161.8,1822.52,25.93,3750.82,50.36,52.55,2025-11-26,<8k
user_2415,65,Secundaria,Empleado formal,27237.86,8271.99,6479.99,12737.15,46.76,0.0,25.95,66.99,2025-11-26,15k-30k
user_2416,50,Licenciatura,Empleado formal,16156.0,6111.7,5957.98,4692.37,29.04,984.25,64.65,55.2,2025-11-26,15k-30k
user_2417,27,Preparatoria,Empleado formal,19653.95,7481.74,6806.05,4619.57,23.5,192.87,7.72,71.08,2025-11-26,15k-30k
user_2418,28,Preparatoria,Freelance/Independiente,16956.6,5137.74,1604.52,10129.95,59.74,0.0,27.66,76.6,2025-11-26,15k-30k
user_2419,24,Licenciatura,Empleado formal,17561.9,9298.3,1449.92,6955.25,39.6,1866.15,58.33,54.71,2025-11-26,15k-30k
user_2420,35,Licenciatura,Freelance/Independiente,5278.88,2626.4,1352.68,1248.77,23.66,11124.52,6.01,62.97,2025-11-26,<8k
user_2421,36,Secundaria,Freelance/Independiente,27809.21,8805.33,6569.68,11195.8,40.26,2633.97,0.0,75.91,2025-11-26,15k-30k
user_2422,31,Secundaria,Desempleado,30294.24,11461.91,4339.11,14743.77,48.67,1599.06,41.89,69.97,2025-11-26,30k-60k
user_2423,34,Licenciatura,Empleado formal,11377.88,3265.81,4150.75,4720.99,41.49,1023.33,0.0,81.03,2025-11-26,8k-15k
user_2424,40,Licenciatura,Empleado formal,12959.26,6089.2,4854.26,2074.13,16.01,6556.2,1.04,63.33,2025-11-26,8k-15k
user_2425,36,Secundaria,Desempleado,4574.37,1337.91,873.31,1847.6,40.39,15214.87,62.7,56.51,2025-11-26,<8k
user_2426,62,Preparatoria,Freelance/Independiente,19148.47,11394.81,6924.2,572.9,2.99,10679.94,33.86,44.24,2025-11-26,15k-30k
user_2427,20,Licenciatura,Empleado formal,19939.15,10432.94,3676.42,6714.75,33.68,0.0,78.56,60.57,2025-11-26,15k-30k
user_2428,51,Posgrado,Empleado formal,12790.61,4944.64,3938.05,4362.9,34.11,507.38,3.86,55.0,2025-11-26,8k-15k
user_2429,42,Preparatoria,Desempleado,29349.99,13280.79,6356.61,10032.6,34.18,0.0,37.18,65.73,2025-11-26,15k-30k
user_2430,58,Secundaria,Empleado formal,10573.92,6016.24,982.36,3753.53,35.5,30846.08,51.99,50.16,2025-11-26,8k-15k
user_2431,48,Preparatoria,Freelance/Independiente,19835.41,8805.63,7433.85,3265.36,16.46,11456.82,4.88,64.89,2025-11-26,15k-30k
user_2432,56,Preparatoria,Empleado formal,6543.55,2035.53,1367.17,3040.56,46.47,471.07,70.95,72.49,2025-11-26,<8k
user_2433,31,Preparatoria,Empleado formal,13141.28,5027.15,4035.3,4039.87,30.74,2788.59,55.32,63.37,2025-11-26,8k-15k
user_2434,54,Preparatoria,Empleado formal,11824.77,6445.69,2110.85,3543.02,29.96,0.0,0.0,60.25,2025-11-26,8k-15k
user_2435,69,Licenciatura,Empleado formal,15642.01,7437.38,885.47,8073.62,51.61,1194.41,38.87,73.11,2025-11-26,15k-30k
user_2436,64,Secundaria,Empleado formal,10314.76,4927.91,878.67,5067.35,49.13,186.6,51.58,65.81,2025-11-26,8k-15k
user_2437,37,Licenciatura,Desempleado,12185.1,6743.08,2725.52,2006.81,16.47,3356.28,22.3,48.78,2025-11-26,8k-15k
user_2438,49,Licenciatura,Freelance/Independiente,23818.86,13407.41,6942.9,3580.55,15.03,1158.28,0.0,55.14,2025-11-26,15k-30k
user_2439,50,Licenciatura,Freelance/Independiente,9840.53,5628.07,1644.92,2935.92,29.83,1163.73,48.35,64.97,2025-11-26,8k-15k
user_2440,69,Posgrado,Freelance/Independiente,4338.99,1228.79,1273.15,2146.48,49.47,1947.66,106.34,64.4,2025-11-26,<8k
user_2441,48,Licenciatura,Empleado formal,45465.48,20025.0,13390.6,11735.26,25.81,2539.16,28.39,70.22,2025-11-26,30k-60k
user_2442,24,Posgrado,Empleado formal,35137.28,17891.14,10413.9,8289.29,23.59,2948.64,87.08,58.45,2025-11-26,30k-60k
user_2443,22,Preparatoria,Desempleado,5406.82,2784.1,1202.38,781.8,14.46,1031.96,17.43,60.09,2025-11-26,<8k
user_2444,21,Preparatoria,Empleado formal,21650.75,10010.24,8015.33,3083.59,14.24,2288.72,46.47,41.21,2025-11-26,15k-30k
user_2445,28,Preparatoria,Empleado formal,9394.86,2897.15,2078.32,4536.19,48.28,361.8,63.15,65.83,2025-11-26,8k-15k
user_2446,36,Preparatoria,Pensionado,16065.69,8500.31,3335.12,5288.66,32.92,0.0,39.75,55.03,2025-11-26,15k-30k
user_2447,55,Preparatoria,Empleado formal,16415.1,8241.02,1966.25,5789.73,35.27,96.78,31.07,63.25,2025-11-26,15k-30k
user_2448,37,Licenciatura,Desempleado,11337.99,3176.31,1787.77,6241.0,55.05,0.0,61.78,66.49,2025-11-26,8k-15k
user_2449,44,Secundaria,Desempleado,7718.41,3182.56,500.28,4574.22,59.26,0.0,96.74,67.31,2025-11-26,<8k
user_2450,46,Licenciatura,Empleado formal,8238.89,2561.41,2238.81,3429.74,41.63,0.0,49.02,73.34,2025-11-26,8k-15k
user_2451,35,Preparatoria,Empleado formal,7035.09,2589.74,963.72,3314.33,47.11,0.0,24.52,74.43,2025-11-26,<8k
user_2452,54,Licenciatura,Pensionado,7463.09,1913.0,1167.63,4665.28,62.51,11930.81,34.31,84.84,2025-11-26,<8k
user_2453,69,Preparatoria,Empleado formal,12746.03,4972.42,4075.99,3833.88,30.08,0.0,115.59,42.28,2025-11-26,8k-15k
user_2454,64,Posgrado,Empleado formal,8094.73,3581.57,1331.8,3696.58,45.67,0.0,44.05,68.84,2025-11-26,8k-15k
user_2455,42,Preparatoria,Empleado formal,21535.04,10053.72,2902.25,9224.8,42.84,0.0,22.17,75.97,2025-11-26,15k-30k
user_2456,37,Posgrado,Freelance/Independiente,37838.12,18246.36,4130.8,15614.46,41.27,0.0,5.65,80.61,2025-11-26,30k-60k
user_2457,23,Secundaria,Freelance/Independiente,8901.39,4830.8,2859.13,1357.33,15.25,0.0,0.0,46.79,2025-11-26,8k-15k
user_2458,53,Licenciatura,Desempleado,15797.12,5140.57,1507.0,9256.61,58.6,151.55,50.91,71.75,2025-11-26,15k-30k
user_2459,66,Preparatoria,Desempleado,18954.18,5537.82,3957.89,9703.04,51.19,30025.61,59.64,76.84,2025-11-26,15k-30k
user_2460,32,Licenciatura,Desempleado,18590.42,10188.26,4227.94,4201.81,22.6,4201.59,28.1,57.14,2025-11-26,15k-30k
user_2461,35,Licenciatura,Empleado formal,14089.27,4294.61,4094.15,5700.21,40.46,1076.18,39.55,59.9,2025-11-26,8k-15k
user_2462,55,Licenciatura,Freelance/Independiente,22468.68,13282.72,6103.6,3680.67,16.38,0.0,4.89,46.85,2025-11-26,15k-30k
user_2463,42,Secundaria,Empleado formal,18724.24,10202.62,6249.26,3030.42,16.18,0.0,43.99,47.05,2025-11-26,15k-30k
user_2464,37,Licenciatura,Empleado formal,5617.47,2389.15,368.86,2105.68,37.48,0.0,54.44,51.47,2025-11-26,<8k
user_2465,39,Preparatoria,Freelance/Independiente,24548.58,14569.52,3774.45,6209.62,25.3,188.79,23.95,60.66,2025-11-26,15k-30k
user_2466,68,Secundaria,Empleado formal,24862.19,7062.9,3680.77,13774.17,55.4,0.0,90.71,74.9,2025-11-26,15k-30k
user_2467,29,Preparatoria,Desempleado,7829.86,2788.0,791.65,4094.72,52.3,4441.8,14.89,65.82,2025-11-26,<8k
user_2468,58,Preparatoria,Empleado formal,13719.27,6494.41,2074.52,5351.6,39.01,0.0,48.5,66.46,2025-11-26,8k-15k
user_2469,57,Licenciatura,Freelance/Independiente,21554.29,8029.02,3414.58,10445.41,48.46,0.0,65.45,73.6,2025-11-26,15k-30k
user_2470,64,Preparatoria,Empleado formal,11538.91,6634.07,2684.64,2164.14,18.76,5934.4,37.68,55.58,2025-11-26,8k-15k
user_2471,50,Secundaria,Empleado formal,28313.23,7728.64,7992.73,11635.19,41.09,3273.76,34.35,55.83,2025-11-26,15k-30k
user_2472,46,Licenciatura,Empleado formal,69892.3,30912.95,12817.21,25679.62,36.74,4126.17,0.0,71.07,2025-11-26,>60k
user_2473,19,Posgrado,Empleado formal,7706.43,3520.32,2325.91,2308.45,29.95,3391.83,80.72,56.51,2025-11-26,<8k
user_2474,43,Licenciatura,Empleado formal,5081.03,2431.04,851.87,427.91,8.42,1436.1,34.9,49.62,2025-11-26,<8k
user_2475,49,Licenciatura,Desempleado,16525.72,5610.2,2505.29,9003.94,54.48,2818.75,56.12,67.8,2025-11-26,15k-30k
user_2476,20,Licenciatura,Freelance/Independiente,22138.95,8359.63,5300.41,8739.52,39.48,4139.43,60.18,64.33,2025-11-26,15k-30k
user_2477,47,Licenciatura,Empleado formal,11366.13,6197.82,662.65,5163.75,45.43,0.0,21.15,74.17,2025-11-26,8k-15k
user_2478,36,Posgrado,Empleado formal,36948.58,11758.15,2879.26,22211.89,60.12,506.07,34.07,93.39,2025-11-26,30k-60k
user_2479,27,Preparatoria,Empleado formal,5234.23,2823.36,1027.42,352.75,6.74,593.49,80.03,46.15,2025-11-26,<8k
user_2480,42,Preparatoria,Empleado formal,21699.47,9698.13,8246.22,3970.3,18.3,10931.56,6.48,69.07,2025-11-26,15k-30k
user_2481,63,Licenciatura,Freelance/Independiente,8742.03,4517.58,2644.72,2217.06,25.36,2062.36,103.84,54.8,2025-11-26,8k-15k
user_2482,36,Posgrado,Empleado formal,44514.25,22246.56,3598.72,19131.33,42.98,6012.95,17.65,69.03,2025-11-26,30k-60k
user_2483,60,Secundaria,Freelance/Independiente,53893.26,17387.53,18658.46,17515.92,32.5,803.88,4.61,66.83,2025-11-26,30k-60k
user_2484,38,Licenciatura,Empleado formal,7811.41,3507.98,2392.68,1954.13,25.02,508.89,43.97,49.56,2025-11-26,<8k
user_2485,23,Licenciatura,Empleado formal,9093.45,5035.07,2399.14,1392.82,15.32,1083.21,106.25,49.17,2025-11-26,8k-15k
user_2486,68,Preparatoria,Freelance/Independiente,24384.71,9784.14,8220.15,5970.79,24.49,2282.26,0.0,48.3,2025-11-26,15k-30k
user_2487,31,Preparatoria,Empleado formal,10188.44,5993.93,1950.46,2721.74,26.71,1341.89,35.77,53.74,2025-11-26,8k-15k
user_2488,25,Licenciatura,Freelance/Independiente,12941.73,5283.79,1650.4,5408.77,41.79,0.0,54.29,66.23,2025-11-26,8k-15k
user_2489,19,Preparatoria,Freelance/Independiente,13599.28,4079.44,3117.07,5955.86,43.8,3697.56,41.01,76.15,2025-11-26,8k-15k
user_2490,35,Preparatoria,Freelance/Independiente,3485.02,1346.27,843.7,743.04,21.32,0.0,51.46,65.53,2025-11-26,<8k
user_2491,39,Posgrado,Empleado formal,13230.94,7714.91,3154.44,1616.47,12.22,4843.0,18.46,52.6,2025-11-26,8k-15k
user_2492,47,Licenciatura,Desempleado,8243.58,2983.37,2042.56,3290.86,39.92,164.83,22.01,68.85,2025-11-26,8k-15k
user_2493,53,Licenciatura,Freelance/Independiente,9459.87,5239.2,3614.11,1187.31,12.55,10585.6,35.55,59.59,2025-11-26,8k-15k
user_2494,45,Licenciatura,Empleado formal,36700.38,20494.88,13424.48,2688.58,7.33,487.13,6.1,43.75,2025-11-26,30k-60k
user_2495,52,Licenciatura,Empleado formal,5543.85,2065.45,1976.39,749.14,13.51,0.0,38.66,55.72,2025-11-26,<8k
user_2496,19,Licenciatura,Empleado formal,23605.7,6589.3,7801.59,9634.78,40.82,0.0,28.34,61.78,2025-11-26,15k-30k
user_2497,53,Preparatoria,Empleado formal,10989.83,5534.43,4178.33,2119.92,19.29,38997.52,25.9,55.78,2025-11-26,8k-15k
user_2498,35,Licenciatura,Pensionado,10983.7,3943.47,927.83,5789.28,52.71,0.0,49.62,68.18,2025-11-26,8k-15k
user_2499,60,Licenciatura,Empleado formal,23231.41,12173.8,3317.29,7501.04,32.29,1223.92,0.0,69.19,2025-11-26,15k-30k
user_2500,26,Licenciatura,Desempleado,16950.22,6863.64,3784.47,6559.94,38.7,2558.49,33.13,69.89,2025-11-26,15k-30k
user_2501,45,Secundaria,Empleado formal,19919.0,8362.86,6897.69,5469.39,27.46,3997.87,109.52,59.01,2025-11-26,15k-30k
user_2502,25,Preparatoria,Empleado formal,26310.65,13741.22,5967.47,6342.04,24.1,8400.92,7.42,63.74,2025-11-26,15k-30k
user_2503,25,Preparatoria,Pensionado,10594.43,4066.43,3303.47,2558.31,24.15,3087.08,78.57,55.41,2025-11-26,8k-15k
user_2504,22,Licenciatura,Empleado formal,8703.1,3525.58,858.44,4634.79,53.25,871.42,41.64,85.44,2025-11-26,8k-15k
user_2505,30,Posgrado,Empleado formal,6250.36,2385.55,864.71,3399.63,54.39,0.0,21.91,64.33,2025-11-26,<8k
user_2506,24,Posgrado,Desempleado,7496.66,2838.0,2294.89,2366.84,31.57,0.0,0.38,77.62,2025-11-26,<8k
user_2507,38,Preparatoria,Desempleado,105278.67,45699.5,11333.98,47966.12,45.56,13112.86,44.19,66.33,2025-11-26,>60k
user_2508,46,Preparatoria,Freelance/Independiente,31929.18,17020.8,5522.94,9882.63,30.95,4981.1,83.6,61.11,2025-11-26,30k-60k
user_2509,54,Secundaria,Desempleado,5188.75,1954.18,740.45,2758.14,53.16,0.0,28.32,71.47,2025-11-26,<8k
user_2510,62,Preparatoria,Freelance/Independiente,5293.74,2294.78,912.91,1701.83,32.15,6490.19,37.57,57.38,2025-11-26,<8k
user_2511,69,Licenciatura,Empleado formal,18719.22,9074.23,5576.71,4092.83,21.86,1873.6,70.31,57.29,2025-11-26,15k-30k
user_2512,65,Posgrado,Freelance/Independiente,19596.09,6747.01,3502.73,8670.5,44.25,8677.51,50.23,74.39,2025-11-26,15k-30k
user_2513,31,Preparatoria,Pensionado,19618.31,6810.16,4793.58,8357.52,42.6,61846.61,0.0,74.55,2025-11-26,15k-30k
user_2514,54,Preparatoria,Empleado formal,11176.08,6445.18,949.7,3650.08,32.66,1937.99,42.97,58.23,2025-11-26,8k-15k
user_2515,68,Preparatoria,Empleado formal,12236.54,6157.88,4059.55,1801.25,14.72,7800.37,85.37,74.09,2025-11-26,8k-15k
user_2516,21,Preparatoria,Empleado formal,16806.41,7596.76,3016.1,6177.11,36.75,1218.69,38.89,72.87,2025-11-26,15k-30k
user_2517,39,Licenciatura,Freelance/Independiente,14187.62,6763.27,3929.79,3514.71,24.77,2605.25,0.0,68.91,2025-11-26,8k-15k
user_2518,28,Licenciatura,Empleado formal,2825.64,735.39,858.67,1679.05,59.42,3088.6,51.65,72.05,2025-11-26,<8k
user_2519,51,Licenciatura,Freelance/Independiente,11374.62,5304.4,1403.42,4962.35,43.63,2362.75,34.05,64.03,2025-11-26,8k-15k
user_2520,62,Licenciatura,Empleado formal,7361.47,3153.12,2647.45,1482.7,20.14,0.0,0.0,58.11,2025-11-26,<8k
user_2521,33,Preparatoria,Freelance/Independiente,15102.99,6660.61,4012.54,4811.67,31.86,0.0,0.0,73.5,2025-11-26,15k-30k
user_2522,26,Preparatoria,Empleado formal,107977.84,40577.89,21601.38,45998.94,42.6,6028.31,69.25,57.44,2025-11-26,>60k
user_2523,33,Secundaria,Empleado formal,17278.83,4812.43,1966.63,10286.47,59.53,294.09,18.03,70.48,2025-11-26,15k-30k
user_2524,56,Licenciatura,Freelance/Independiente,10727.11,3407.67,4074.21,3182.87,29.67,5006.02,12.78,67.32,2025-11-26,8k-15k
user_2525,33,Licenciatura,Empleado formal,25470.11,14842.98,8004.59,2548.43,10.01,11736.58,38.93,53.34,2025-11-26,15k-30k
user_2526,48,Licenciatura,Empleado formal,18729.99,7361.73,2300.2,9320.69,49.76,0.0,20.67,67.42,2025-11-26,15k-30k
user_2527,48,Secundaria,Empleado formal,17927.05,7409.95,3015.31,7318.28,40.82,146.6,43.0,58.47,2025-11-26,15k-30k
user_2528,30,Licenciatura,Empleado formal,20430.73,5484.6,6811.32,7939.61,38.86,0.0,33.92,76.1,2025-11-26,15k-30k
user_2529,22,Secundaria,Empleado formal,56363.69,14832.0,16542.02,25974.05,46.08,3043.07,4.0,75.14,2025-11-26,30k-60k
user_2530,64,Secundaria,Pensionado,6053.42,3032.85,1925.14,1565.3,25.86,7107.39,24.66,50.9,2025-11-26,<8k
user_2531,56,Preparatoria,Freelance/Independiente,18611.64,8158.1,3804.6,6268.64,33.68,33292.37,53.28,52.42,2025-11-26,15k-30k
user_2532,35,Preparatoria,Desempleado,6985.09,2989.95,2100.88,2179.73,31.21,0.0,41.26,58.95,2025-11-26,<8k
user_2533,37,Licenciatura,Empleado formal,19709.56,6604.55,3651.65,9512.54,48.26,1066.84,37.54,75.5,2025-11-26,15k-30k
user_2534,19,Licenciatura,Empleado formal,7022.82,3586.29,870.42,2761.89,39.33,734.87,98.12,64.02,2025-11-26,<8k
user_2535,57,Secundaria,Empleado formal,9975.06,3081.12,2707.6,4255.01,42.66,3780.81,61.93,73.05,2025-11-26,8k-15k
user_2536,47,Preparatoria,Freelance/Independiente,10866.47,3438.99,4255.36,3766.94,34.67,5298.74,65.57,50.34,2025-11-26,8k-15k
user_2537,27,Preparatoria,Empleado formal,26451.59,10878.2,4198.14,11548.06,43.66,1548.77,35.02,69.89,2025-11-26,15k-30k
user_2538,59,Secundaria,Freelance/Independiente,25410.51,8898.71,5370.24,11110.52,43.72,7588.73,46.6,77.18,2025-11-26,15k-30k
user_2539,28,Preparatoria,Empleado formal,5585.88,1880.27,1597.01,2629.7,47.08,5210.66,27.07,80.14,2025-11-26,<8k
user_2540,46,Licenciatura,Empleado formal,13883.47,6606.22,3325.47,4068.42,29.3,0.0,63.33,60.83,2025-11-26,8k-15k
user_2541,57,Preparatoria,Empleado formal,8129.82,3884.75,2806.41,1499.4,18.44,1009.39,36.69,71.98,2025-11-26,8k-15k
user_2542,33,Licenciatura,Freelance/Independiente,5536.11,2981.64,1752.79,958.69,17.32,1671.98,46.67,58.25,2025-11-26,<8k
user_2543,65,Preparatoria,Empleado formal,11476.86,4547.11,808.02,6074.93,52.93,161.47,44.82,79.28,2025-11-26,8k-15k
user_2544,45,Preparatoria,Empleado formal,10765.07,2966.64,4300.08,3502.96,32.54,0.0,39.45,62.64,2025-11-26,8k-15k
user_2545,34,Preparatoria,Desempleado,73035.55,25254.47,22885.02,24602.71,33.69,0.0,128.15,48.56,2025-11-26,>60k
